0,0,0,0,0,0,0,-1,-1,0,0,
1,0,0,0.0,0.0,0,0,-1,-1,0,0,
1,3.59,-64,0.0,0.0,-1.01571438654666,2.0,-1,-1,40.422266,-86.916176,
2,3.59,-64,0.0,0.0,-1.01571438654666,2.0,-1,-1,40.422266,-86.916176,
2,3.59,0,-0.22,1.02,1.8365908070240184,2.0,40.4220924,-86.9161758,40.422266,-86.916176,
3,3.59,0,-0.22,1.02,1.8365908070240184,2.0,40.4220924,-86.9161758,40.422266,-86.916176,
3,326.16,0,0.5,2.06,2.0,0.49985363742042777,40.4220924,-86.9161758,40.422266,-86.916176,
4,325.28,0,0.5,2.06,2.0,0.4607425263093143,40.4220924,-86.9161758,40.422266,-86.916176,
4,325.28,-3,1.84,2.04,2.0,0.6007240571983857,40.4220848,-86.9161682,40.422266,-86.916176,
5,325.28,-3,1.84,2.04,2.0,0.6007240571983857,40.4220848,-86.9161682,40.422266,-86.916176,
5,146.54,-3,2.08,1.64,-2.0,2.0,40.4220848,-86.9161682,40.422266,-86.916176,
6,147.79,-3,2.08,1.64,-2.0,2.0,40.4220848,-86.9161682,40.422266,-86.916176,
6,147.79,-6,0.58,1.64,-2.0,2.0,40.422081,-86.9161606,40.422266,-86.916176,
7,147.79,-6,0.58,0.52,-2.0,2.0,40.422081,-86.9161606,40.422266,-86.916176,
7,42.99,-6,-2.02,0.52,-0.18801010281548344,2.0,40.422081,-86.9161606,40.422266,-86.916176,
8,42.99,-6,-2.02,-1.72,-0.18801010281548344,2.0,40.422081,-86.9161606,40.422266,-86.916176,
8,42.99,-3,-1.72,-1.6,-0.05450183497616479,2.0,40.4220848,-86.9161682,40.422266,-86.916176,
9,42.99,-3,-1.72,-1.6,-0.05450183497616479,2.0,40.4220848,-86.9161682,40.422266,-86.916176,
9,35.87,-3,-1.72,-1.6,0.26194260946827996,2.0,40.4220848,-86.9161682,40.422266,-86.916176,
10,34.56,-3,-1.28,2.04,0.3201648316905019,2.0,40.4220848,-86.9161682,40.422266,-86.916176,
10,34.56,-3,-1.28,2.04,0.3259432464897938,2.0,40.4220772,-86.9161682,40.422266,-86.916176,
11,34.56,-3,-1.5,1.94,0.3259432464897938,2.0,40.4220772,-86.9161682,40.422266,-86.916176,
11,131.38,-3,-1.5,1.94,-2.0,2.0,40.4220772,-86.9161682,40.422266,-86.916176,
12,129.81,-3,-1.46,1.9,-2.0,2.0,40.4220772,-86.9161682,40.422266,-86.916176,
12,129.81,-8,-1.46,1.9,-2.0,2.0,40.4220695,-86.916153,40.422266,-86.916176,
13,129.81,-8,-1.6,2.04,-2.0,2.0,40.4220695,-86.916153,40.422266,-86.916176,
13,114.34,-8,-1.6,2.04,-2.0,2.0,40.4220695,-86.916153,40.422266,-86.916176,
14,114.34,-8,-1.5,1.98,-2.0,2.0,40.4220695,-86.916153,40.422266,-86.916176,
14,114.34,-14,-1.76,1.98,-2.0,2.0,40.4220657,-86.9161377,40.422266,-86.916176,
15,114.34,-14,-1.76,0.82,-2.0,2.0,40.4220657,-86.9161377,40.422266,-86.916176,
15,60.92,-14,-1.2,2.2,-1.334192925787321,2.0,40.4220657,-86.9161377,40.422266,-86.916176,
16,60.92,-14,-1.2,2.2,-1.334192925787321,2.0,40.4220695,-86.9161377,40.422266,-86.916176,
16,60.92,-11,-0.36,1.94,-1.2229955240359993,2.0,40.4220695,-86.9161453,40.422266,-86.916176,
17,60.92,-11,-0.36,1.94,-1.2229955240359993,2.0,40.4220695,-86.9161453,40.422266,-86.916176,
17,91.73,-11,-0.5,2.02,-2.0,2.0,40.4220695,-86.9161453,40.422266,-86.916176,
18,91.73,-11,-0.5,2.02,-2.0,2.0,40.4220695,-86.9161453,40.422266,-86.916176,
18,91.73,-11,-0.96,1.9,-2.0,2.0,40.4220695,-86.9161453,40.422266,-86.916176,
19,91.73,-11,-0.96,1.9,-2.0,2.0,40.4220695,-86.9161453,40.422266,-86.916176,
19,62.23,-11,-1.86,1.0,-1.2812177462582213,2.0,40.4220695,-86.9161453,40.422266,-86.916176,
20,62.23,-11,-1.86,1.0,0,0,40.4220695,-86.9161453,40.422266,-86.916176,
