0,-64,6.0,-45,0.0,40.422266,-86.916176,-1.0,-1.0,0,0,
0,-89,0.0,-45,0.0,40.422266,-86.916176,40.4221573,-86.9162445,0,0,
-5.540000000000006,39,-3.0,45,0.0,40.422266,-86.916176,40.4221573,-86.9162445,0.0,0.0,
-5.540000000000006,39,2.0,45,0.0,40.422266,-86.916176,40.4221573,-86.9162445,0.0,0.0,
-3.1099999999999994,39,9.0,42.7271050021868,0.0,40.422266,-86.916176,40.4221573,-86.9162445,0.0,0.0,
-3.1099999999999994,39,13.0,42.7271050021868,0.1,40.422266,-86.916176,40.4221573,-86.9162445,0.0,0.0,
2.3100000000000023,39,32.0,37.3071050021868,0.85,40.422266,-86.916176,40.4221573,-86.9162445,352.01,0.06,
2.3100000000000023,40,33.0,38.31170847637926,0.73,40.422266,-86.916176,40.4221611,-86.9162445,352.01,0.06,
30.810000000000002,40,37.0,9.811708476379259,0.86,40.422266,-86.916176,40.4221611,-86.9162445,358.87,8.63,
30.810000000000002,40,33.0,9.811708476379259,0.85,40.422266,-86.916176,40.4221649,-86.9162445,358.87,8.63,
57.860000000000014,41,24.0,-16.190871773157035,0.96,40.422266,-86.916176,40.4221649,-86.9162445,17.32,30.12,
-269.15999999999997,41,19.0,-16.190871773157035,1.11,40.422266,-86.916176,40.4221649,-86.9162369,17.32,30.12,
-269.15999999999997,38,15.0,-45,1.17,40.422266,-86.916176,40.4221649,-86.9162369,29.66,56.13,
-259.28999999999996,39,0.0,-45,1.14,40.422266,-86.916176,40.4221687,-86.9162369,29.66,56.13,
-259.28999999999996,39,-6.0,-45,1.48,40.422266,-86.916176,40.4221687,-86.9162369,53.54,73.94,
-264.28999999999996,39,-15.0,-45,1.34,40.422266,-86.916176,40.4221687,-86.9162292,53.54,73.94,
-264.28999999999996,35,-21.0,-45,1.29,40.422266,-86.916176,40.4221687,-86.9162292,65.5,79.75,
-264.28999999999996,35,-21.0,-45,1.31,40.422266,-86.916176,40.4221725,-86.9162216,65.5,79.75,
86.9,32,-21.0,-45,1.38,40.422266,-86.916176,40.4221725,-86.9162216,67.71,73.37,
86.9,28,-23.0,-45,1.22,40.422266,-86.916176,40.4221725,-86.916214,67.71,73.37,
73.00999999999999,28,-22.0,-44.91424750522901,1.2,40.422266,-86.916176,40.4221725,-86.916214,66.21,61.88,
